run_id,reward,batches,budget
1,86.40000000000002,10,25000
2,81.16000000000004,10,25000
3,83.08000000000001,10,25000
4,79.64000000000006,10,25000
5,85.44000000000003,10,25000
6,87.36,10,25000
7,87.96000000000002,10,25000
8,88.88000000000004,10,25000
9,90.08000000000001,10,25000
10,83.00000000000003,10,25000
