run_id,reward,batches,budget
1,40.68,10,1000
2,45.80000000000002,10,1000
3,48.4,10,1000
4,42.64000000000001,10,1000
5,44.4,10,1000
6,43.56000000000001,10,1000
7,45.559999999999995,10,1000
8,46.75999999999999,10,1000
9,46.239999999999995,10,1000
10,42.12,10,1000
