run_id,reward,batches,budget
1,49.56000000000001,8,2000
2,50.51999999999999,8,2000
3,51.36,8,2000
4,49.24,8,2000
5,50.84,8,2000
6,57.040000000000006,8,2000
7,59.32,8,2000
8,45.48,8,2000
9,47.72000000000001,8,2000
10,53.360000000000014,8,2000
