run_id,reward,batches,budget
1,71.44000000000003,4,10000
2,62.040000000000006,4,10000
3,69.43999999999997,4,10000
4,67.16000000000001,4,10000
5,72.24000000000001,4,10000
6,66.40000000000002,4,10000
7,62.47999999999999,4,10000
8,62.84,4,10000
9,66.83999999999997,4,10000
10,67.52000000000004,4,10000
