run_id,reward,batches,budget
1,46.2,1,1000
2,53.88000000000002,1,1000
3,44.8,1,1000
4,35.84,1,1000
5,44.280000000000015,1,1000
6,43.960000000000015,1,1000
7,47.88000000000002,1,1000
8,44.84,1,1000
9,45.120000000000005,1,1000
10,42.6,1,1000
