Algorithm,Run_ID,Episode_Score
Pure Random,0,35.43999999999997
Pure Random,0,37.839999999999954
Pure Random,0,33.719999999999985
Pure Random,1,36.23999999999997
Pure Random,1,35.359999999999985
Pure Random,1,34.35999999999998
Pure Random,1,41.07999999999996
Pure Random,1,34.67999999999998
Pure Random,2,39.35999999999994
Pure Random,2,37.91999999999994
Pure Random,3,39.95999999999988
Pure Random,4,41.15999999999995
Pure Random,4,36.519999999999925
Pure Random,5,41.11999999999993
Pure Random,5,37.319999999999965
Pure Random,6,41.559999999999896
Pure Random,7,39.119999999999905
Pure Random,7,41.83999999999997
Pure Random,8,36.83999999999999
Pure Random,8,38.71999999999996
Pure Random,8,37.159999999999954
Pure Random,9,32.79999999999999
Pure Random,9,36.47999999999997
Pure Random,9,37.87999999999998
Pure Random,9,36.27999999999997
Pure Random,9,34.47999999999998
Inertia Random,0,49.99999999999983
Inertia Random,1,44.11999999999988
Inertia Random,2,52.399999999999785
Inertia Random,3,47.9599999999999
Inertia Random,4,40.839999999999954
Inertia Random,5,57.079999999999885
Inertia Random,5,41.39999999999995
Inertia Random,6,50.19999999999981
Inertia Random,7,51.39999999999988
Inertia Random,8,45.59999999999986
Inertia Random,9,40.559999999999924
Inertia Random,9,40.43999999999995
