run_id,reward,batches,budget
1,69.56000000000004,5,10000
2,64.80000000000001,5,10000
3,56.56000000000001,5,10000
4,60.199999999999974,5,10000
5,65.91999999999997,5,10000
6,77.76000000000003,5,10000
7,71.00000000000006,5,10000
8,57.96,5,10000
9,75.96000000000002,5,10000
10,80.68,5,10000
