Algorithm,Run_ID,Episode_Score
Pure Random,0,35.28000000000001
Pure Random,0,34.03999999999998
Pure Random,0,36.91999999999994
Pure Random,0,36.19999999999997
Pure Random,0,34.71999999999997
Pure Random,0,37.119999999999976
Pure Random,0,37.39999999999998
Pure Random,0,38.67999999999994
Pure Random,0,37.11999999999997
Pure Random,0,35.91999999999996
Pure Random,0,33.75999999999998
Pure Random,0,34.24
Pure Random,0,35.27999999999998
Pure Random,0,38.51999999999996
Pure Random,0,37.27999999999995
Pure Random,0,37.23999999999997
Pure Random,0,41.039999999999964
Pure Random,0,39.119999999999955
Pure Random,0,35.19999999999998
Pure Random,0,52.99999999999998
Pure Random,0,38.23999999999997
Pure Random,0,35.47999999999997
Pure Random,0,34.91999999999997
Pure Random,0,37.75999999999995
Pure Random,0,33.799999999999976
Pure Random,0,37.63999999999997
Pure Random,0,36.839999999999975
Pure Random,0,35.59999999999998
Pure Random,0,33.19999999999998
Pure Random,0,36.63999999999997
Pure Random,0,36.99999999999995
Pure Random,0,35.879999999999974
Pure Random,0,37.67999999999996
Pure Random,0,33.039999999999985
Pure Random,0,33.95999999999998
Pure Random,0,38.39999999999998
Pure Random,0,38.359999999999964
Pure Random,0,36.639999999999965
Pure Random,0,34.91999999999997
Pure Random,0,34.35999999999998
Pure Random,0,34.679999999999964
Pure Random,0,33.63999999999997
Pure Random,0,35.599999999999945
Pure Random,0,33.19999999999999
Pure Random,0,36.39999999999999
Pure Random,0,33.079999999999984
Pure Random,0,43.15999999999995
Pure Random,0,36.23999999999997
Pure Random,0,34.79999999999998
Pure Random,0,35.75999999999996
Pure Random,0,38.63999999999995
Pure Random,0,36.55999999999995
Pure Random,0,43.999999999999915
Pure Random,0,34.75999999999999
Pure Random,0,36.43999999999996
Pure Random,0,36.31999999999998
Pure Random,0,38.19999999999994
Pure Random,0,35.43999999999996
Pure Random,0,33.23999999999999
Pure Random,0,36.839999999999954
Pure Random,0,36.99999999999995
Pure Random,0,36.51999999999999
Pure Random,0,34.99999999999998
Pure Random,0,33.43999999999998
Pure Random,0,33.47999999999997
Pure Random,0,36.11999999999997
Pure Random,0,34.039999999999985
Pure Random,0,40.7999999999999
Pure Random,0,35.15999999999999
Pure Random,0,37.919999999999966
Pure Random,0,38.31999999999995
Pure Random,0,34.31999999999997
Pure Random,0,37.919999999999966
Pure Random,0,36.83999999999996
Pure Random,0,38.319999999999936
Pure Random,0,35.039999999999964
Pure Random,0,35.559999999999974
Pure Random,0,36.39999999999997
Pure Random,0,39.559999999999945
Pure Random,0,39.07999999999993
Pure Random,0,40.87999999999992
Pure Random,0,33.43999999999998
Pure Random,0,38.79999999999997
Pure Random,0,35.39999999999997
Pure Random,0,36.839999999999975
Pure Random,0,41.07999999999992
Pure Random,0,36.479999999999976
Pure Random,0,33.119999999999976
Pure Random,0,33.079999999999984
Pure Random,0,39.199999999999925
Pure Random,0,40.39999999999995
Pure Random,0,35.51999999999996
Pure Random,0,36.519999999999946
Pure Random,0,36.839999999999975
Pure Random,0,40.11999999999997
Pure Random,0,37.759999999999955
Pure Random,0,35.55999999999999
Pure Random,0,35.39999999999996
Pure Random,0,37.55999999999997
Pure Random,0,36.519999999999975
Pure Random,0,33.479999999999976
Pure Random,0,36.87999999999999
Pure Random,0,33.95999999999997
Pure Random,0,36.11999999999996
Pure Random,0,42.759999999999955
Pure Random,0,35.039999999999985
Pure Random,0,35.43999999999998
Pure Random,0,39.83999999999994
Pure Random,0,35.79999999999997
Pure Random,0,35.31999999999998
Pure Random,0,35.55999999999995
Pure Random,0,33.39999999999998
Pure Random,0,36.11999999999995
Pure Random,0,33.79999999999999
Pure Random,0,38.07999999999995
Pure Random,0,34.03999999999999
Pure Random,0,33.719999999999985
Pure Random,0,38.35999999999996
Pure Random,0,35.47999999999997
Pure Random,0,33.439999999999976
Pure Random,0,34.119999999999976
Pure Random,0,36.39999999999995
Pure Random,0,36.31999999999994
Pure Random,0,34.55999999999996
Pure Random,0,42.27999999999994
Pure Random,0,35.119999999999976
