Algorithm,Run_ID,Episode_Score
Pure Random,0,35.43999999999997
Pure Random,0,37.839999999999954
Pure Random,0,39.239999999999974
Pure Random,0,39.51999999999995
Pure Random,0,43.6799999999999
Pure Random,0,39.999999999999915
Pure Random,0,34.67999999999997
Pure Random,0,34.75999999999997
Pure Random,0,38.67999999999992
Pure Random,0,43.439999999999934
Pure Random,0,45.87999999999998
Pure Random,0,36.63999999999997
Pure Random,0,36.95999999999996
Pure Random,0,47.63999999999998
Pure Random,0,38.319999999999965
Pure Random,0,37.31999999999993
Pure Random,0,37.83999999999996
Pure Random,0,43.679999999999936
Pure Random,0,42.11999999999998
Pure Random,0,45.31999999999993
Pure Random,0,41.83999999999989
Pure Random,0,43.35999999999991
Pure Random,0,40.679999999999914
Pure Random,0,38.39999999999997
Pure Random,0,38.39999999999998
Pure Random,0,38.67999999999997
Pure Random,0,34.47999999999999
Pure Random,0,36.07999999999996
Pure Random,0,37.31999999999998
Pure Random,0,41.799999999999905
Pure Random,0,38.99999999999993
Pure Random,0,37.95999999999996
Pure Random,0,35.6
Pure Random,0,36.319999999999986
Pure Random,0,38.83999999999998
Pure Random,0,34.92
Pure Random,0,39.999999999999986
Pure Random,0,36.039999999999935
Pure Random,0,34.87999999999998
Pure Random,0,38.679999999999936
Pure Random,0,49.64
Pure Random,0,39.39999999999993
Pure Random,0,37.79999999999995
Pure Random,0,41.83999999999996
Pure Random,0,34.319999999999986
Pure Random,0,42.19999999999988
Pure Random,0,35.639999999999986
Pure Random,0,37.799999999999976
Pure Random,0,42.63999999999992
Pure Random,0,38.11999999999994
Pure Random,0,37.79999999999997
Pure Random,0,45.7999999999999
Pure Random,0,42.079999999999934
Pure Random,0,37.839999999999975
Pure Random,0,41.599999999999945
Pure Random,0,41.15999999999996
Pure Random,0,33.199999999999974
Pure Random,0,41.2799999999999
Pure Random,0,44.35999999999996
Pure Random,0,35.55999999999998
Pure Random,0,36.47999999999994
Pure Random,0,35.919999999999966
Pure Random,0,39.91999999999996
Pure Random,0,43.15999999999996
Pure Random,0,35.23999999999998
Pure Random,0,37.47999999999995
Pure Random,0,45.47999999999995
Pure Random,0,35.95999999999996
Pure Random,0,39.47999999999991
Pure Random,0,39.79999999999999
Pure Random,0,42.55999999999991
Pure Random,0,40.319999999999936
Pure Random,0,49.559999999999825
Pure Random,0,40.79999999999995
Pure Random,0,49.639999999999844
Pure Random,0,41.799999999999955
Pure Random,0,42.39999999999994
Pure Random,0,37.71999999999995
Pure Random,0,42.91999999999988
Pure Random,0,38.31999999999992
Pure Random,0,36.679999999999964
Pure Random,0,46.51999999999987
Pure Random,0,37.519999999999946
Pure Random,0,44.03999999999996
Pure Random,0,38.199999999999974
Pure Random,0,42.91999999999993
Pure Random,0,38.87999999999995
Pure Random,0,46.71999999999988
Pure Random,0,38.11999999999997
Pure Random,0,37.51999999999995
Pure Random,0,35.75999999999996
Pure Random,0,36.120000000000005
Pure Random,0,38.07999999999996
Pure Random,0,39.079999999999934
Pure Random,0,38.75999999999994
Pure Random,0,39.7199999999999
