Algorithm,Run_ID,Episode_Score
Greedy,0,53.8399999999999
Greedy,0,54.47999999999983
Greedy,0,52.239999999999924
Greedy,1,52.63999999999992
Greedy,1,56.67999999999988
Greedy,1,51.199999999999896
Greedy,1,55.59999999999985
Greedy,2,60.43999999999985
Greedy,2,52.75999999999983
Greedy,3,53.19999999999991
Greedy,3,55.959999999999894
Greedy,3,55.83999999999986
Greedy,4,55.47999999999986
Greedy,4,53.8799999999999
Greedy,5,53.9199999999999
Greedy,5,57.59999999999986
Greedy,5,41.080000000000005
Greedy,6,52.59999999999992
Greedy,6,44.999999999999886
Greedy,6,52.5999999999999
Greedy,7,55.719999999999864
Greedy,7,56.199999999999896
Greedy,8,61.63999999999976
Greedy,8,56.279999999999816
Greedy,8,34.68
Greedy,9,52.71999999999992
Greedy,9,55.83999999999988
