run_id,reward,batches,budget
1,58.040000000000006,10,5000
2,58.96,10,5000
3,63.92000000000002,10,5000
4,58.480000000000004,10,5000
5,59.919999999999995,10,5000
6,59.16000000000002,10,5000
7,50.2,10,5000
8,63.48000000000004,10,5000
9,56.59999999999999,10,5000
10,61.719999999999985,10,5000
