run_id,reward,batches,budget
1,57.56,2,10000
2,56.60000000000001,2,10000
3,58.00000000000002,2,10000
4,53.03999999999999,2,10000
5,59.72,2,10000
6,60.800000000000026,2,10000
7,56.160000000000004,2,10000
8,57.08000000000001,2,10000
9,56.919999999999995,2,10000
10,60.239999999999995,2,10000
