run_id,reward,batches,budget
1,55.32,1,10000
2,51.76000000000002,1,10000
3,55.12,1,10000
4,51.96,1,10000
5,59.08,1,10000
6,51.480000000000004,1,10000
7,53.599999999999994,1,10000
8,54.360000000000014,1,10000
9,56.76000000000001,1,10000
10,53.83999999999998,1,10000
