run_id,reward,batches,budget
1,94.60000000000007,8,50000
2,93.16000000000008,8,50000
3,93.52,8,50000
4,94.28000000000009,8,50000
5,94.8400000000001,8,50000
6,91.84000000000002,8,50000
7,89.40000000000008,8,50000
8,81.16000000000005,8,50000
9,93.40000000000002,8,50000
10,81.40000000000002,8,50000
