run_id,reward,batches,budget
1,91.24,4,100000
2,95.32000000000005,4,100000
3,92.96000000000006,4,100000
4,94.00000000000001,4,100000
5,92.36000000000016,4,100000
6,94.40000000000002,4,100000
7,93.00000000000006,4,100000
8,89.59999999999998,4,100000
9,87.00000000000003,4,100000
10,95.16000000000005,4,100000
