run_id,reward,batches,budget
1,87.47999999999999,4,25000
2,82.88000000000002,4,25000
3,84.68000000000002,4,25000
4,88.52000000000001,4,25000
5,86.60000000000004,4,25000
6,67.24000000000002,4,25000
7,84.44000000000003,4,25000
8,88.80000000000001,4,25000
9,74.0,4,25000
10,77.84000000000003,4,25000
