run_id,reward,batches,budget
1,65.8,8,10000
2,78.27999999999996,8,10000
3,65.08000000000003,8,10000
4,67.80000000000003,8,10000
5,60.279999999999994,8,10000
6,64.79999999999998,8,10000
7,62.839999999999996,8,10000
8,68.71999999999998,8,10000
9,55.079999999999984,8,10000
10,68.36000000000003,8,10000
