run_id,reward,batches,budget
1,51.440000000000005,1,5000
2,54.71999999999999,1,5000
3,53.11999999999999,1,5000
4,56.79999999999998,1,5000
5,54.68000000000001,1,5000
6,58.04,1,5000
7,54.08,1,5000
8,50.8,1,5000
9,51.12000000000001,1,5000
10,51.95999999999999,1,5000
