run_id,reward,batches,budget
1,55.84000000000001,1,25000
2,59.51999999999999,1,25000
3,57.679999999999986,1,25000
4,59.32,1,25000
5,58.08000000000003,1,25000
6,59.12,1,25000
7,57.47999999999999,1,25000
8,60.16000000000001,1,25000
9,65.91999999999999,1,25000
10,62.48,1,25000
